address,amount
0x48d71a8ac2cdfbaa54d9fc2ee0f76846eaf7b89d,9759
0x83e28d08f59343cd13ef93bb4423d67ceb80096b,9759
0x9e9ec81a61bc2158f9915e0487cfae709d18cb4e,9758
0x0638d41010384816da3d427ae1f478258c1fd82a,9757
0x29d3c15e69ab9689feb7e383a0f16dca3b1b54a2,9757
0x888f5e815aa0212e5dd20451f71c064217a74a5f,9756
0x4d908972cc6888f6e44b4f19e7b5a4a2d4a41feb,9755
0x72334a3c34bb92f269f620299d8d4af242f48f59,9755
0x027090f33876291f05833029611dd9932471afa2,9753
0x139df592be01fd8a8ae5795a8f8eff4332db1bf8,9752
0xa06ae89f2e1146524a26bf00656e212d9c330824,9749
0xfcbea0dac72222043158a98f67f5265a5bcecfff,9749
0x3bfdb182cfd4c2c3291602804a58d68f929b48c2,9748
0x6fe14259c1840984fcdfb5812e247411fc90d117,9748
0xc9a13e258aacb070df2a00784d6f7d090c1b220d,9747
0x02137fea1bd02d7f93dd8d25b25783cec2a0aa9e,9747
0x409439e0444e80150edd331dbbf9a13816452b0a,9746
0x3c83cc06ea8cef6d2c0b5ba679ada9c19c2be405,9746
0x765f0e8222af3975b023dea41b85bcc9465f7ab5,9745
0x009c6979e15443e521389dd998ceabb91369dcc9,9743
0xf34e13b94257e1932cb39a05fa35674f66effc23,9742
0x86671926bdb6631b29893d0ea1dbdf9a45616874,9738
0xe1748ce46e340d0ac8b8e8ee3ae4725616492e6a,9735
0xce968df5424e2864feead96197aeb7a93c2bd353,9734
0x957e4372dac9fb744b4e3832fde4057bb73d1d62,9734
0x6aaf7fef40d82e0ed4c7a736ef4a9cf78b9c75c0,9732
0x116a5035a5a01c25b0fb47eb41c1b8a8954972d7,9730
0x384d600d124fa0e942b647fdc54586a159a2d321,9729
0xee963f2047a4e97748adbf964f380a98e1eba65b,9729
0x75b61d3a001929c54566febad5a6dfde377143ab,9727
0xc0682d80cb3c6bc921f3f4672f814b6b4d476a70,9727
0x1275b67437376f3e8203cd35b50ef5813f0bc77b,9725
0x8ab86546fd3a0143eeabf4320693006f354201c4,9724
0x12894cef42d048b89a6b3c07d6687c84ef04f1f2,9724
0x196f36ae46fab948690faec2d7bfabf59857aa41,9722
0xe295cf983c2f1f84b222cb7c4179566763fa1379,9722
0x0a3b314db0cb6fae4b11d5c39931c51cd5b5de1a,9720
0x51a675b2452c941fbcac66a1b392c58463975512,9719
0xd42a90d122c13e384a9d0561f858f1b47accd9aa,9719
0xc56b2557390540528fcefda1aa0abbb4a972fddf,9719
0x3db3195e9213f864b47f0d8a33bb227573b60917,9714
0x9de5ce320bfb9ba6d3531bdd123d960971e77355,9712
0xa5ec4540d59f40773a9e42265e3d3991ddab90ad,9712
0x6237c252881dbfd8301cff806df1ab5f2e6a0a7e,9711
0x9eac47593fe37af3cb747836f341d018b60ab430,9711
0xa195ef1d86f8a63b60564366302280d23b882246,9706
0x765b9cdb4ef9cca380b781f67c3b6cd176cc33ba,9705
0xf234cd5e91ea2c6a3f5c5359862a7c08b97324e8,9704
0x62b3e91c8d9541a7e24ef8009d4778ef0bf64f93,9704
0x1bd3299b12dacf792fc7c458e28d4e1f6c5927d6,9702
0x0cfd1cef9210ff7deb150bba4c2c30637aa07851,9701
0xb33c3ee3b997d8ec68e771d73e83e8b7aad995a4,9700
0x4f21a0af178d9eb793c2d94d9d88910e974a98fd,9696
0xcffedefe13ec47f90602c930a4656765e779518d,9696
0xfb805cae07533fc500a4e6b47eb83938c1b033d9,9696
0x5b6edef50b81c64c1bc1401d6db7d5bd2a69cec8,9695
0x5dcf5349b201c5a992989e0eca169a2b139a86e8,9693
0x8445901c0cfbed52045d8acbcbacc1f0ed65a8f5,9692
0x719d7810e68e21e51811207e713b08c2bc67af99,9691
0x77c84d9ff6f2999861e2017f4e38908ebb6a7566,9691
0x1e7954c3f92e45d6fd2b67cc92ead193dcab1d25,9691
0xd9dbd96b4ee7c7e29be7803c40ed5b31402ec09d,9690
0xbb877ce4fd25f35879032de00ea4ded8730e957d,9689
0x2e20a2f32a87141cfd6ef43268458dc905687cdc,9687
0xfe19335df8d449b99b4edb54374b6360e4d56a60,9681
0x33760d57708bd8b68f45501616219f985b403789,9681
0xe0c5b769955793fd0a018496822fbf644b4ca49d,9680
0x06dcb3cf8a4c708c975c9d221c90a893b7a94b7d,9680
0x0f8e991af6e6ef9230fde35d53a05efcb62f939a,9680
0xe46a49e406c59bab5f4794f60d0b385d94f193cf,9679
0xc9bb7204aea2dadd450fff02e63bbcdec67f3dcc,9678
0xbc3e9e4264f8afe4913c50cb9b11f71ef28c691c,9678
0x7ff2b38b577f0137e221c3e38d2991c19dbf14e1,9678
0xc71c152adc2248b3caa629f1c43fee5fb481fe50,9678
0x5857cc0ee9b1ab0b30b1e83da351ecb3ee271ddd,9675
0x431ef1081a84648507132815c187f1885171d7c5,9675
0xc9cfb1d092facb0765bf817ecaab9e5c5463676c,9674
0x81f7bbaee1eecfcf869f20b2d4bcb8f5371fb003,9672
0x6ebe983f10a5b7e26b4e3341b5ab5c200e384308,9672
0x1160f1108c8eb2903b2c28e0867b4d6f86f10be4,9671
0x873294cffe0da60f3b481febd5b1584f1af71c71,9669
0x7f1f4a618b1d92f8b2261e2d6c8433f5f2d9bb29,9669
0xb0720a40d6335df0ac90ff9e4b755217632ca78c,9668
0x55ca965a463a057d6c288e55737cbf5850c6229c,9668
0x6e997a5fb4d8aa8f8e60b0c2e13670ade55d4283,9667
0xf518fa3344ba498f1b9decbe1b9c7f0e1960ea29,9667
0x0a75296e7e37f29f133c8f748b0588e6052c3a77,9666
0x772d6b4a43c37c1b418bc9fa943bb2b94b1d3807,9665
0xac85ffe34cf4b283669eb56b7ae07766d1b99ca3,9664
0x1f09baf03f84d4971bc7292b55460ce4cd18a6b6,9664
0xd943570f7d7cf91621fc667f4149ff832a8ae93a,9664
0x6d2ee5400565a3a4e4ccd9a3410d54781fbfce55,9662
0x0329e274b9fd027dabb19fb102797a6815715568,9659
0x75bb3ec85c00199e2b552da54f9d201cfe74cf22,9657
0x02e45a69c702630d8fec828aed23138875953b81,9656
0x449b56fe23f40d19cc006f97d2e218c19a00b561,9655
0xda84f65c486cfd4f923331f3763a0d51e4a615aa,9654
0x76f9602247fd9585555791454ff67e9073b74a7a,9654
0x510d13d2f18a70daffcac64c38ed70c3a5d493cb,9653
0x0f5b10e62e311814b596ad3c28e2bf6e894a2b30,9651
0x87b29647493231c7093401bd289d5ee0960756c3,9651
0xbecc73b5298e04816add6ba9a3d938eb4fa7da34,9650
0x0840a29abe9217d0429d11a5cbfdb890d2f48400,9650
0x463b0e723cc5bf3623dace1f692dff52ed49ed52,9650
0x16157ab258a1bec1b93820a2aab7b404eb59459a,9648
0xdd28b27eb04855d939fa1012be427daa03511c78,9647
0x120546f4ad4b76afe2a93ef8a9a5ffed2e880924,9646
0xac87a9902dc972820ee7dedeb8d2d173783daa6c,9645
0xc20fc9f35213d2fd0c107b82fd29a2a554d34c11,9645
0xd52ebce9adc24a47ecbfbeabc8ef042590411c73,9644
0x0644c7203613152a2f71a623bf1a403fcdaff015,9640
0xebe85f2043bb1d669e4917f3b014ff5bc4863d71,9637
0xe43c2e2b7ebf2a909d9dee076d1784d6d22a1ad2,9636
0xfa8684b67f9c5cc8de948640ecf87a8366a66797,9635
0x61be88223a831be23bc5894704017199cb274474,9635
0xc6c667b969966a95959217b8f6b91ee04b5ca692,9635
0xee7fccb7fc631d5b6db2751ea6f9af75a0ceb13d,9634
0xf3831ba44b4506e05dd71c2a80233ca0c49a0957,9634
0x073151522bb3193c1b6d379aab7c20c24c6e7bde,9632
0x156006c44ea4eaa3b91c4376632e1f135893047d,9631
0x6f9321ee3acd802a7e27b1e8bb60a88c2553116f,9630
0x80394278a967777352f2cbbfd70c601e90035bd2,9630
0x1553427367fefc90c77664100283dff0544127c1,9629
0x4951b11c1f2fe2634770f150a65b00ee97b073f8,9625
0x2c8242caddbafc7c00cdfd3940fa125d8d627e5f,9623
0x29e65084f814729e024fb6ef3edcbd8056b7dc74,9623
0x4ba6f7731e0c2240833c9e2d2aa067aedf8aec09,9622
0xb543fa4134274bb29b02a0e7dc7c4427a4c0738a,9620
0x5c38e736d1a22d8efc1c828bb0642f2745513389,9617
0xa43567e2e5bbd91f03d32c04b17c3d55cbd7c687,9617
0x853ea7365d814b091bdc4ff8788174be3777bfc3,9616
0x1a54f7998ed4f1bd84bf98ea34353352acd070b0,9615
0x05469c4554a6f74ada4d629e4f814c2db68de2d0,9614
0xf0e9c2cd91eb01e89a45d10cb56d733ecfbeed59,9614
0x2c7575e85687288e6fd44338c92f2b8f51beff43,9610
0x2260b2b604e5ad66de09043e119e52b98c8a8211,9608
0xb0cae6c955027d382f9cd07c920239a8d5c50306,9605
0x9ff704f7137dc6de3889672c48f886aee53c8822,9605
0x5cde71b26ebc141d090fe3f4fe22a2b8504a0065,9604
0x437e28e91046b1c03422dd80c15cc9271b4d3764,9604
0xd8e97143722a547cc8a106dd75e2dfc13107789b,9603
0xa06f5d0cca513f2fbf9c0eac6fac1281b7c60f12,9602
0x28a286902eb8ef6110522ea7299fa89d5350c915,9602
0x7936931707b7d832ecd4d297b5fc368388c2a944,9601
0x9be81c9b6152192bf0a8cae311058e4b52be91c9,9599
0x5116bfc7187d163fe704f707402febea087596ff,9599
0xa38541d97bb47a1707aa050f4c76a9ec8b1109cb,9598
0x34f3da42731ef6da1dc9c241dd2968f56ed89ca6,9598
0xe632ce76e626d400508289b69cd724edcd1042cb,9596
0xab69ec70b0fe3a0c9f83abbeb70f5dbfbf8d99fd,9596
0xc961f41c28922dc33fa1293551f03a446cefca16,9595
0xc3178e9aee142408cd99cf28c0905ee7601e9b62,9595
0x7bcdf047902e05240812aea7e5e2befd00df68ad,9594
0x28fc12aea5fb2548e94008be32e8e5e8a7bdafd4,9593
0x261741e29e24ee371831d29c9cee63d3f0c05203,9593
0x49a7de07d0051961abf7e3d30aabcc4d42716586,9591
0x37597202ceb4aa86b71eb0e2b6afa9445440f39e,9591
0x9c13cc3b1ccab3cb94f18002a3d41b6ba453e03f,9589
0xf22ba6caa47ab1c38afaa4e7496f9251b85a24f0,9588
0xfeb83c16361e6cffd9fdb8c00f19084f84c7fb3a,9586
0x220761c531992a36f5ca588fe76674399c51f5e0,9586
0xd302639ab89e2f71654c0e24f3548b9111869026,9584
0x9008a78c2d4aa92d1d1a2d001e6b38ef065a6ccd,9584
0xa3160150c41f069023e5678c3514a031c9024c26,9582
0x0b818dc9d41732617dfc5bc8dff03dac632780e1,9582
0xf610b221f20c44653987165cfea3018442647a41,9582
0xf2dbb54408c51ac076e9e942354f4bd1429328d1,9581
0x7ca3149da1298bf56c2f62e41bcade877dd87be6,9581
0x8aec81d55d5a676f7884f8d2d2d80a64373b1c10,9580
0x9b7676940ae92ebc1604cefb0fb9203ccde25249,9579
0x28b4280799853645c8b3c204fe3fa26c98eb89fa,9575
0x78e0eef4986e3952b6c0053c4af2db9d87d38c2b,9574
0xaa099724bb47661d01a5a4cace4b5575d8cc0841,9573
0xe81379aa96662b9dfe0b9a94e071d20aa3ae2794,9573
0x7b63c3a01b56aae7fe4de21025def9bd5347d76c,9572
0x6939ecaf390a7d10b675b9914d11233e4b75673b,9570
0x3fafbbe886d5d70f5c74cd52cd668c2c5cc58054,9570
0xfa403bc1603461916b97a8e959cb9eb675a4dc6c,9570
0x4a309866d288f5bcc0f4aea449f2e176cef976aa,9570
0x42e66ccd015c7b0b497ad575b35dce660d20a793,9569
0x57fa54664ec9f35bdd56d72b207c81fdd1ad32dc,9569
0x1e18265406bb3441d35223ac95fd1839e67ff711,9569
0xd4d9d6eb68725cdfdaf781ed63b16487ee351346,9568
0x6fe7f3bc9a5f94a0a4bb3513ce23c8a2a17fc367,9567
0xa5605b98e5d40085ec6907ae7c3fc84c065b1783,9567
0x730864ac8c3d92681eed50408ae9c10c6f58e46a,9566
0x0f37d192a1f1354d1246e050bf29322d5358e4c9,9566
0xbf022102d6a803c3ae7af2c56f5f83bbec662e62,9566
0x625dd8e11621c63bd5781f5dbd252e34e11ddc4b,9565
0xd81bc5833ee4b9725f2d77e7106d3baced705d33,9564
0xef5fbb54167e20f1973e40ef85528ef9fbae5b5d,9562
0x45c01d2af9f9dbeb5bb9fbd668c16e894df62318,9557
0xcc43cadfe71ec056766a462e89c29652775c6b89,9557
0xf9dd283f0606658c490bda39eac1e408ab06fb49,9556
0x63b0500e0f5a6d67a7b625c115aeacd3910c1988,9556
0x80656b1ee9d95a23c4ee1f81af62525bbe07e171,9555
0x2fc697c45ebabecf1e7b299cc25eb858eaed969c,9554
0xa8ec7fbeab41893a04663de43f8fbf0f49ab2964,9553
0x8ede5fa00c49b0176d6048094c227d5ccfa1ec1f,9552
0xbd93963fc0debdff9bcd46662ceacf787e768ace,9551
0x79f875027e5d2065b92e4448e2a20ed16b42ff4d,9549
0xcc6589ec4c28282ab74b13fe8c770e9a59bc9079,9549
0xb3606fa9806e067f7aea901776886ecc9c1756e3,9548
0x93242bb2b8f429a21c8d194ad88e7c4745e395a1,9548
0xf19aeb0f2d0f53e6e2f015a7c531f6c271858ba4,9547
0x39bc01d361ff9d337df378985a4a654ef5236631,9546
0x051a0e3e0fe5783f7c0d5c1003fc121cb9981183,9546
0xce277b5600d1f973c017a4d4b17f6ea85330a50c,9545
0x9df67296c9dbade15d23991de9fbc8e595ba4626,9544
